SK_ID_CURR,CODE_GENDER,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,REGION_RATING_CLIENT_W_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_MODE,LIVINGAREA_MODE,TOTALAREA_MODE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,CREDIT_TO_ANNUITY_RATIO,CREDIT_TO_GOODS_RATIO,ANNUITY_TO_INCOME_RATIO,INCOME_TO_BIRTH_RATIO,NAME_EDUCATION_TYPE_Highereducation,NAME_FAMILY_STATUS_Married,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_DEBT_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,BURO_STATUS_0_MEAN_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_AMT_CREDIT_SUM_MEAN,ACTIVE_AMT_CREDIT_SUM_SUM,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MAX,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MEAN,CLOSED_AMT_CREDIT_SUM_SUM,PREV_AMT_ANNUITY_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_AMT_GOODS_PRICE_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_CNT_PAYMENT_SUM,PREV_NAME_YIELD_GROUP_low_action_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_APP_CREDIT_PERC_MIN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_AMT_GOODS_PRICE_MAX,APPROVED_DAYS_DECISION_MAX,APPROVED_CNT_PAYMENT_MEAN,REFUSED_AMT_CREDIT_MIN,REFUSED_APP_CREDIT_PERC_MIN,REFUSED_DAYS_DECISION_MAX,POS_MONTHS_BALANCE_MEAN,POS_SK_DPD_DEF_MEAN,POS_COUNT,INSTAL_DPD_MEAN,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MEAN,INSTAL_PAYMENT_PERC_SUM,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INSTAL_DAYS_ENTRY_PAYMENT_SUM,CC_AMT_BALANCE_MEAN,CC_AMT_PAYMENT_CURRENT_SUM,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_VAR,PROBA,PREDICTION
331655,1,23773.5,0.028663,-23636,,-11257.0,-4664,1.0,2,,0.717494965,,,,,0.0,0.0,34.01476288,1.197999954,0.352200001,-2.855813265,0,1,-357.0,-76.0,270000.0,64188.63,0.5,0.0,0.0,,-357.0,197.0,197.0,-15.0,0.0,270000.0,270000.0,0.0,,-713.0,,-349.0,-349.0,0.0,141750.0,141750.0,2078.639893,1.011073709,18900.0,14.0,-2399.0,-66.0,42.0,0.0,18624.41992,0.924913824,1.098962188,4500.0,247500.0,-419.0,10.5,,,,-44.17499924,0.275000006,40.0,0.444444448,7.333333492,264.0,1.0,36.0,0.0,0.0,0.0,18624.41992,9431.990234,339551.625,2049.120117,-29.0,-46419.0,,,,,,0.13354237375688655,0
389909,1,18265.5,0.02461,-17147,-553.0,-5649.0,-693,,2,,0.495989263,0.315472156,0.976700008,0.017999999,0.014,0.0,-146.0,37.64474106,1.527999997,0.135299996,-7.87309742,0,1,-425.0,344.3333435,225000.0,-118.4625,0.333333343,0.0,0.0,0.329772085,-425.0,671.0,1333.0,-532.0,0.0,78750.0,315000.0,56553.35625,12.5,-728.0,89913.55469,1030.0,-697.625,0.0,120490.4844,963923.875,2250.0,0.909918129,45000.0,11.0,-2604.0,-124.0,88.0,0.0,17565.30078,0.834724545,1.0,0.0,454500.0,-124.0,22.0,,,,-52.15384674,0.0,13.0,0.0,17.72413826,514.0,1.0,29.0,0.0,0.0,0.0,554038.5625,39674.53125,1150561.375,225.0,-7.0,-19497.0,5303.583008,225269.7813,0.800000012,11.0,79.0,0.3600987779453093,0
189116,1,73687.5,0.035792001,-10708,-906.0,-4823.0,-3346,,2,0.490435213,0.69333005,,,,,0.0,-944.0,9.523053169,1.039600015,0.181944445,-37.82218933,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15238.08008,1.042333007,134161.8281,19.0,-944.0,-232.0,28.0,0.0,35931.14844,1.0,1.042333007,37165.5,371623.5,-232.0,9.333333015,,,,-15.75,0.5,16.0,2.333333254,12.0666666,181.0,1.203615665,18.05423546,28761.0293,-9495.201,-142428.015,136193.8438,49608.51172,744127.625,935.9550171,-161.0,-8063.0,,,,,,0.2506779700720061,0
136548,1,40320.0,0.020713,-9555,-2306.0,-9555.0,-1134,,3,0.400610924,0.553443611,0.486653149,,,,0.0,-577.0,20.71875,1.237599969,0.49777779,-8.477236748,0,1,-511.0,-1557.0,216000.0,104854.5,0.5,0.0,0.0,,-511.0,,,-18.0,0.0,216000.0,216000.0,6288.975,,-1743.0,,-1557.0,-1557.0,0.0,21179.56445,21179.56445,10125.0,1.0,131602.5,15.0,-577.0,-285.0,18.0,0.0,11134.70996,0.863270044,1.0,0.0,202500.0,-285.0,9.0,,,,-10.5,0.0,18.0,0.0,7.071428776,198.0,1.0,28.0,0.0,0.0,0.0,52897.5,11354.13281,317915.7188,28.03499985,-23.0,-6553.0,11808.30469,113352.4766,0.166666672,3.666666746,26.5,0.3023381241791145,0
120169,0,15759.0,0.010032,-11432,-807.0,-1418.0,-3546,,2,0.266274601,0.372309536,,0.986599982,0.0583,0.053800002,0.0,-564.0,15.52027416,1.264000058,0.087549999,-15.74527645,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3806.550049,1.078342795,34614.0,13.0,-2793.0,-564.0,42.0,0.0,17178.52539,0.87765491,1.078342795,4500.0,270000.0,-564.0,14.0,,,,-47.86486435,0.0,37.0,0.184210524,10.44736862,397.0,0.947368443,36.0,16578.17969,904.1328947,34357.05,17178.52539,11396.37305,433062.1875,600.3449707,-19.0,-49206.0,,,,,,0.531032639242198,1
377074,1,54540.0,0.032561,-15237,-2532.0,-9344.0,-3618,,1,0.602713764,0.723724484,0.776409864,0.975199997,0.092399999,0.162599996,0.0,-381.0,28.76881218,1.158398628,0.151500002,-23.62669754,1,1,-2482.0,-1959.5,117805.5,0.0,0.0,0.0,0.0,0.058873001,,,,,,,,,,-2482.0,11400.5,-1377.0,-2176.5,,92652.75,185305.5,5602.814941,1.25,69390.0,16.0,-381.0,-381.0,12.0,0.0,5602.814941,1.25,1.25,13878.0,69390.0,-381.0,12.0,,,,-11.5,0.0,4.0,0.0,20.33333397,61.0,1.0,3.0,0.0,0.0,0.0,46290.64453,19165.42578,57496.27344,5602.814941,-290.0,-1006.0,,,,,,0.05444422974444615,0
305824,1,12091.5,0.003122,-16277,-560.0,-603.0,-4318,9.0,3,0.785704553,0.424698561,0.456109732,,,,0.0,0.0,25.97320366,1.316792488,0.067175001,-11.05854893,0,1,-73.0,4831.0,1575000.0,308512.125,0.400000006,0.0,0.0,,-73.0,690.0,27533.0,-8.5,,877500.0,1755000.0,0.0,,-991.0,654736.3125,-630.0,-1517.0,0.0,71093.42969,213280.2969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19838389047494887,0
285296,1,35383.5,0.046220001,-18661,-861.0,-554.0,-2192,7.0,1,,0.702467442,0.553164721,0.996999979,0.406800002,0.461600006,0.0,-1125.0,17.84255409,1.079200029,0.131050006,-14.46867752,0,1,-272.0,4850.0,180000.0,24207.3,0.600000024,0.0,0.0,,-272.0,-15.0,27416.0,-135.0,0.0,149856.9063,449570.6875,0.0,,-1472.0,362100.5,-1107.0,-1523.5,,39555.0,79110.0,14784.48047,1.042324901,145782.0,16.0,-1125.0,-597.0,24.0,0.0,25007.66992,0.920968831,1.042324901,27585.0,337500.0,-597.0,8.0,,,,-30.5,2.346153736,26.0,16.73170662,2.5,205.0,0.853658557,70.0,24798.68945,3659.659024,300092.04,32708.9707,15958.64453,1308608.875,208.9799957,-38.0,-49310.0,476038.375,485171.0,1.157894731,1.368421078,5.245614052,0.06686533727450525,0
371861,1,25281.0,0.018634001,-11140,-204.0,-8947.0,-2815,,2,,0.342658013,0.722392917,0.977699995,0.064900003,0.052999999,0.0,-1653.0,18.33891106,1.197999954,0.16051428,-14.13824081,0,0,-1276.0,-672.666687,90000.0,29058.0,0.333333343,0.0,0.0,0.241269842,-1276.0,922.0,922.0,-12.0,,90000.0,90000.0,0.0,42.0,-1652.0,0.5,-1470.0,-1137.0,,23013.0,46026.0,2250.0,1.0,21960.0,13.0,-2642.0,-491.0,58.0,0.0,15901.01953,0.737875342,1.0,0.0,148500.0,-491.0,14.5,225000.0,1.0,-677.0,-33.23404312,0.0,47.0,0.191489369,7.80851078,367.0,0.957446814,45.0,9994.275391,428.13,20122.11,45646.28906,11626.80078,546459.625,66.77999878,-42.0,-45557.0,0.0,,,0.0,0.0,0.3375773652646524,0
174915,1,16843.5,0.035792001,-11366,-115.0,-5997.0,-4003,,2,,0.680962861,0.617826164,,,,0.0,-334.0,18.29388237,1.316807747,0.233937502,-6.334682465,0,1,-368.0,980.0,112500.0,103621.5,1.0,0.0,0.0,,-368.0,980.0,980.0,-17.0,,112500.0,112500.0,0.0,,,,,,,,,6444.899902,1.0,46651.5,10.0,-334.0,-334.0,10.0,0.0,6444.899902,1.0,1.0,0.0,46651.5,-334.0,10.0,,,,-6.5,0.0,10.0,0.0,30.44444466,274.0,1.0,9.0,0.0,0.0,0.0,12499.33496,7117.615234,64058.53516,6444.899902,-45.0,-1750.0,,,,,,0.29939037377072397,0
240648,1,15547.5,0.00712,-12119,-2416.0,-417.0,-851,,2,0.548865855,0.265124232,,0.976199985,0.040399998,0.0495,1.0,-311.0,37.59189606,1.527999997,0.1382,-9.282943726,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6835.995117,1.0,60186.60156,19.0,-311.0,-177.0,70.0,0.0,22500.0,1.0,1.0,0.0,450000.0,-177.0,5.0,1777212.0,0.893815696,-207.0,-5.5,0.0,10.0,0.0,13.11111069,236.0,1.0,18.0,0.0,0.0,0.0,11948.58008,6575.0625,118351.125,1551.420044,-25.0,-2348.0,216414.1406,67500.0,0.833333313,0.833333313,4.166666508,0.32533100633337525,0
233306,0,36355.5,0.003541,-20394,-300.0,-5176.0,-3193,8.0,1,0.546465814,0.445501089,0.46686402,0.988099992,0.019200001,0.016000001,0.0,-1608.0,23.51776123,1.0,0.134650007,-13.23918819,1,1,-441.0,2948.125,3343500.0,138200.52,0.444444448,0.0,0.0,0.270386189,-441.0,-223.0,27400.0,-241.75,0.0,562500.0,2250000.0,17364.69,27.0,-883.0,433848.3125,-424.0,-598.5999756,,1034705.688,5173528.5,8180.100098,1.0,24210.0,13.0,-1608.0,-536.0,138.0,0.166666672,63157.5,0.849699795,1.0,0.0,1125000.0,-536.0,34.5,,,,-23.03030396,0.121212125,33.0,0.290322572,26.87096786,833.0,0.967741907,30.0,63090.0,2037.33871,63157.5,1074870.375,65332.79297,2025316.5,67.5,-51.0,-21514.0,,,,,,0.37949931911658924,0
357720,0,13500.0,0.019100999,-17944,-4733.0,-2192.0,-1499,15.0,2,,0.754227877,0.782607853,0.995500028,0.092799999,0.070100002,1.0,-635.0,20.0,1.0,0.059999999,-12.53901005,0,1,-647.0,-1257.0,222579.9375,0.0,0.0,0.0,0.0,0.252913743,,,,,,,,,,-647.0,1463760.5,-337.0,-1253.5,0.0,200164.9688,400329.9375,9046.530273,1.111111164,108040.5,19.0,-635.0,-251.0,48.0,0.666666687,12939.79492,1.0,1.111111164,14989.5,197914.5,-251.0,16.0,,,,-9.302325249,0.023255814,43.0,0.333333343,4.311110973,194.0,0.911111116,41.0,8589.870117,860.381,38717.145,12939.79492,10020.71582,450932.2188,1304.459961,-3.0,-11815.0,,,,,,0.0543751050908371,0
393251,1,27211.5,0.008474,-10900,-1490.0,-2243.0,-2609,,2,0.627805829,0.345026165,0.265049428,0.978200018,0.0086,0.0105,0.0,-255.0,18.3459568,1.336602449,0.201566666,-12.38532066,0,1,-10.0,-526.25,225000.0,75031.875,0.5,0.0,0.0,0.5,-10.0,31.0,174.0,-48.0,0.0,158793.75,317587.5,0.0,2.5,-266.0,2574180.5,-81.0,-1162.0,,134601.75,269203.5,9000.0,0.9323138,122355.0,18.0,-255.0,-108.0,6.0,0.0,24268.54492,0.9323138,1.0,0.0,180000.0,-108.0,3.0,,,,-5.0,0.0,7.0,0.0,9.166666985,55.0,1.0,6.0,0.0,0.0,0.0,24268.54492,24268.24414,145609.4688,24266.74414,-80.0,-919.0,0.0,,,0.0,0.0,0.23013376498377003,0
247369,1,53095.5,0.006852,-14450,-5613.0,-992.0,-4912,21.0,3,0.619175911,0.170858726,0.792264462,,,,0.0,-1375.0,28.77040482,1.095038652,0.235980004,-15.5709343,0,1,-510.0,-191.7142792,2250000.0,103262.7273,0.142857149,0.0,0.0,0.126185015,-510.0,-273.0,1316.0,-592.0,0.0,1181250.0,2362500.0,,43.0,-848.0,436409.9063,10109.0,-1382.0,0.0,322582.9063,3870995.0,10668.59961,1.004892826,107208.0,13.0,-1375.0,-121.0,78.0,0.0,18224.50586,0.853537679,1.004892826,20916.0,352710.0,-637.0,19.5,,,,-27.88888931,0.0,45.0,0.0,24.20000076,968.0,1.0,40.0,0.0,0.0,0.0,309334.2188,26883.45898,1075338.375,10548.54004,-510.0,-34713.0,,,,,,0.12683855229218438,0
208273,0,27990.0,0.00733,-17078,-1498.0,-1725.0,-612,13.0,2,,0.669004142,0.588487804,,,,0.0,-2578.0,9.242925644,1.105596185,0.207333326,-7.90490675,0,1,-1325.0,502.0,747000.0,,1.0,0.0,0.0,,-1325.0,502.0,502.0,-11.0,17563.5,747000.0,747000.0,,,,,,,,,,10125.0,,112500.0,16.0,-2578.0,-239.0,46.0,0.0,25283.60938,0.758017957,1.25,22500.0,450000.0,-239.0,23.0,,,,-53.70588303,0.0,17.0,2.14814806,9.629630089,260.0,0.935897887,25.26924324,10091.11523,-2883.333333,-77850.0,42216.39063,15015.25293,405411.8438,33.88499832,-60.0,-44923.0,,,,,,0.19256790140653046,0
334340,1,33660.0,0.031328999,-15320,-7046.0,-2559.0,-4615,,2,0.510588765,0.60457027,0.300107747,0.981599987,0.080499999,0.060800001,0.0,-1982.0,30.14224625,1.116158366,0.146666661,-14.98041821,1,1,-880.0,-435.25,2254500.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-880.0,30462.91602,34.0,-479.75,42846.09766,1079673.75,4318695.0,6906.10498,1.273928165,51210.0,14.0,-2668.0,-573.0,60.0,0.0,51447.55469,0.0,1.273928165,18000.0,1129500.0,-573.0,15.0,,,,-33.80952454,0.0,42.0,0.671641767,4.835820675,648.0,0.977611959,131.0,51446.65625,1151.810933,154342.665,255150.0,18298.62891,2452016.25,0.899999976,-14.0,-162638.0,163428.3281,1090259.25,0.37931034,0.375,0.696839094,0.1160183005749066,0
325634,1,17077.5,0.020245999,-9678,-1608.0,-4490.0,-1093,,3,,0.098432571,0.329655051,,,,0.0,-171.0,34.62661362,1.527999997,0.189750001,-9.299442291,0,1,-61.0,402.0,558000.0,72433.0,0.333333343,0.0,0.0,,-61.0,670.0,1712.0,-27.66666603,0.0,242400.0,727200.0,0.0,,-680.0,14129.2002,1015.0,-529.166687,393.75,231681.75,1390090.5,7961.399902,1.0,41625.0,15.0,-525.0,-7.0,244.0,0.0,15955.55957,0.796417594,1.0,0.0,238500.0,-171.0,13.33333302,247500.0,0.703037143,-7.0,-8.894737244,0.0,19.0,0.0,16.3125,261.0,1.0,16.0,0.0,0.0,0.0,264532.0938,28701.07031,459217.125,7961.399902,-29.0,-4210.0,,,,,,0.7031206732518194,1
124457,1,30717.0,0.019100999,-17513,-7696.0,-6032.0,-1033,,2,0.78151077,0.594996154,0.609275639,0.989600003,0.099600002,0.075199999,0.0,-2290.0,34.05742645,1.145201921,0.151688889,-11.56283951,1,1,-19.0,263.6000061,1278000.0,213800.625,0.800000012,0.0,0.0,,-19.0,118.0,964.0,-23.5,0.0,619159.5,2476638.0,38716.875,,-2695.0,,-868.0,-1062.0,6664.5,270000.0,270000.0,2481.840088,1.111158729,34996.5,18.0,-2596.0,-1093.0,82.0,0.0,17870.44531,0.0,1.111158729,3501.0,450000.0,-1093.0,27.33333397,,,,-58.97058868,0.0,34.0,1.080357194,3.357142925,376.0,0.991071403,111.0,9900.0,100.4464286,11250.0,525721.5625,11797.48535,1321318.25,181.7550049,-26.0,-149828.0,87916.97656,568800.1875,0.319999993,0.346666664,0.716036022,0.12546677811247864,0
182685,1,57001.5,0.072508,-9897,-2154.0,-3232.0,-115,,1,,0.693097472,,0.986599982,0.210099995,0.163200006,0.0,-664.0,19.54053879,1.237599969,0.180957139,-31.82782745,1,1,,,,,,,,,,,,,,,,,,,,,,,,,21839.625,,135000.0,18.0,-664.0,-6.0,48.0,0.0,55621.89063,0.87827158,0.973647654,,450000.0,-330.0,16.0,,,,-11.73076916,0.0,26.0,0.0,16.21739197,373.0,1.149624586,26.44136429,0.0,-3913.043478,-90000.0,68160.375,33304.48438,766003.1875,18847.39453,-38.0,-7927.0,,,,,,0.0663420843062397,0
171872,1,4846.5,0.0228,-9727,-196.0,-2224.0,-1488,,2,0.384774506,0.638553083,0.309275359,,,,0.0,-1451.0,9.285051346,1.0,0.0359,-13.87889385,0,1,-95.0,-110.1999969,702900.0,38705.4,0.200000003,0.0,0.0,,-95.0,270.0,270.0,-33.0,0.0,225000.0,225000.0,0.0,,-636.0,139062.25,399.0,-554.0,1695.015015,345981.5,1383926.0,2250.0,1.0,45000.0,17.0,-1451.0,-211.0,90.0,0.25,14544.71973,0.0,1.0,0.0,134955.0,-211.0,13.19999981,45000.0,0.883392215,-211.0,-30.59574509,0.0,47.0,0.013888889,4.638888836,334.0,0.986111104,71.0,5850.0,125.779375,9056.115,121500.0,10560.62109,760364.75,25.11000061,-28.0,-47603.0,89529.38281,319528.5313,0.258064508,1.129032254,5.116128922,0.11339618359238204,0
185633,1,41157.0,0.006852,-10662,-1835.0,-1918.0,-3338,,3,,0.099769905,,,,,0.0,0.0,22.63043976,1.118800044,0.304866672,-12.66178989,0,1,-1180.0,-1738.0,103500.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-1180.0,642558.25,-967.0,-1667.5,14845.25293,70098.75,280395.0,14669.28027,1.126206279,87700.5,8.0,-1445.0,-281.0,18.0,0.0,30419.36914,0.867077112,1.126206279,13500.0,156240.0,-420.0,6.0,,,,-25.21052551,0.0,19.0,0.0,12.33333302,185.0,1.0,15.0,0.0,0.0,0.0,59851.125,25607.58594,384113.7813,14669.28027,-260.0,-10706.0,,,,,,0.3078891557820733,0
256677,1,17446.5,0.003069,-16742,-7894.0,-466.0,-290,,3,0.731112182,0.687332511,0.20092608,,,,0.0,0.0,20.63451195,1.0,0.039161615,-26.60972404,1,1,-241.0,-205.4444427,3600000.0,492898.05,0.400000006,0.0,0.100000001,,-241.0,567.0,3075.0,-276.25,0.0,1606500.0,6426000.0,3375.0,,-865.0,282233.375,-593.0,-960.666687,0.0,187878.0,1127268.0,9029.294922,1.422220945,84280.5,17.0,-1494.0,-542.0,72.0,0.0,59800.54688,0.904476762,1.422220945,45000.0,1215000.0,-542.0,18.0,,,,-19.8125,0.104166664,48.0,0.3125,10.83333302,520.0,1.017513394,48.84064484,50586.70313,1447.7925,69494.04,1111052.5,49212.73047,2362211.0,178.1999969,-232.0,-27631.0,,,,,,0.09532534711658118,0
238495,1,8793.0,0.00963,-24375,,-11083.0,-3955,,2,,0.489818454,0.766233683,,,,0.0,-1434.0,17.91197586,1.0,0.078160003,-4.615384579,0,0,-385.0,-688.2000122,518715.0,0.0,0.200000003,0.0,0.0,,-385.0,709.0,709.0,-8.0,,518715.0,518715.0,,,-597.0,526960.9375,-255.0,-1042.75,1552.5,82826.66406,331306.6563,2161.485107,,26955.0,16.0,-1434.0,-183.0,50.0,0.0,12596.53516,0.883392215,1.345764995,9000.0,180000.0,-418.0,16.66666603,,,,-20.13793182,0.0,29.0,0.0,18.88461494,491.0,1.0,26.0,0.0,0.0,0.0,31239.85547,9477.6875,246419.8594,2161.485107,-30.0,-15277.0,,,,,,0.07745168697824144,0
237829,0,19107.0,0.035792001,-8117,-89.0,-563.0,-802,5.0,2,,0.278834909,0.55494678,,,,0.0,-702.0,16.43664551,1.316792488,0.169839993,-13.85980034,0,1,-169.0,47.5,104184.0,33444.0,0.5,0.0,0.0,,-169.0,196.0,196.0,-14.0,0.0,104184.0,104184.0,0.0,,-436.0,,-101.0,-126.0,,51454.35156,51454.35156,9610.155273,0.904470742,91858.5,11.0,-702.0,-702.0,24.0,0.0,9610.155273,0.904470742,0.904470742,0.0,91858.5,-702.0,12.0,101560.5,0.904470742,-702.0,-17.0,0.0,13.0,0.0,8.0,96.0,1.0,12.0,0.0,0.0,0.0,9610.155273,9609.978516,115319.7422,9608.040039,-346.0,-6168.0,,,,,,0.4873517282816172,1
306224,1,20965.5,0.035792001,-21175,-3977.0,-7039.0,-4497,,2,,0.704611123,0.686382353,,,,0.0,-2085.0,17.79781151,1.105599999,0.166392863,-5.950413227,1,1,-470.0,-1076.222168,1537650.0,0.0,0.100000001,0.0,0.0,,-1457.0,369.0,369.0,-636.0,0.0,4500.0,4500.0,0.0,,-470.0,830541.5,-397.0,-1220.666626,6.428571224,245362.4531,2208262.0,2993.669922,1.0,32481.0,17.0,-2085.0,-116.0,60.0,0.111111112,18552.68945,0.0,1.258587599,9000.0,229500.0,-334.0,10.80000019,225000.0,1.0,-470.0,-36.33333206,0.0,39.0,0.024096385,5.734939575,476.0,1.0,83.0,0.0,0.0,0.0,48856.63672,9335.299805,774829.875,101.5650024,-30.0,-56997.0,83504.17969,500625.0,0.585365832,0.853658557,2.628048897,0.023466112523711422,0
164499,1,43200.0,0.035792001,-10435,-1186.0,-4072.0,-2174,,2,0.211558685,0.613354623,0.609275639,0.982599974,0.080499999,0.061999999,0.0,-1002.0,25.13875008,1.237599969,0.274285704,-15.09343529,1,1,-571.0,1272.5,84600.0,29052.0,0.5,0.0,0.0,,-571.0,3089.0,3089.0,-18.0,,84600.0,84600.0,0.0,,-848.0,,-544.0,-539.0,0.0,50625.0,50625.0,8071.560059,,70605.0,14.0,-1002.0,-13.0,24.0,0.0,23364.04492,0.904479146,1.0,0.0,247500.0,-218.0,8.0,,,,-19.0,0.0,26.0,0.166666672,8.190476418,344.0,0.976190448,41.0,13500.0,324.3042857,13620.78,23364.04492,11198.16016,470322.7188,85.81500244,-10.0,-16160.0,192117.4219,66055.22656,3.714285612,5.571428776,22.2857151,0.3650687034350145,0
287071,1,14148.0,0.019100999,-24855,,-4716.0,-4725,,2,,0.553373337,0.796972692,0.985599995,0.0187,0.0244,0.0,-1467.0,10.17175579,1.065999985,0.157199994,-3.62100172,1,0,,,,,,,,,,,,,,,,,,,,,,,,,3200.084961,1.0,21055.5,15.0,-2073.0,-189.0,106.0,0.0,22611.24023,0.883392215,0.938086331,0.0,247500.0,-189.0,16.39999962,180000.0,0.938086331,-321.0,-30.69620323,0.0,79.0,1.505617976,7.516853809,669.0,0.853932559,76.0,17509.0957,1446.279775,128718.9,22611.24023,12144.79199,1080886.5,16.02000046,-15.0,-81728.0,,,,,,0.07039648043283726,0
103727,0,52654.5,0.035792001,-14816,-1699.0,-3068.0,-1146,6.0,2,,0.670112133,0.626304269,,,,0.0,-985.0,9.499872208,1.079203844,0.195016667,-18.22354126,1,1,-454.0,-369.25,3150000.0,10683.0,0.25,0.0,0.0,,-1437.0,-706.0,-706.0,-97.0,,339948.0,339948.0,,,-454.0,1148233.375,638.0,-505.6666565,0.0,1305000.0,3915000.0,9000.0,,29655.0,17.0,-985.0,-281.0,39.0,0.0,41277.91406,0.915415585,1.0,0.0,450000.0,-281.0,9.75,0.0,,-390.0,-46.60869598,0.0,23.0,0.0,12.0,96.0,1.0,8.0,0.0,0.0,0.0,303449.2188,62501.0625,500008.5,10478.61035,-152.0,-3823.0,0.0,,,0.0,0.0,0.03739629537843016,0
297743,0,11767.5,0.020245999,-14094,-3502.0,-9348.0,-4779,21.0,3,,0.095289834,0.753067374,,,,0.0,-2.0,26.69216156,1.396000028,0.104599997,-7.982120037,0,1,-35.0,3477.714355,981000.0,131347.5,0.142857149,0.142857149,0.0,,-531.0,1295.0,1295.0,-24.0,,981000.0,981000.0,0.0,,-35.0,980674.1875,31075.0,-1061.5,0.0,59445.0,356670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3367560811277121,0
100623,1,16249.5,0.046220001,-17789,-5368.0,-8156.0,-1338,,1,0.735325933,0.711163044,,0.988600016,0.103,0.078400001,0.0,-773.0,23.41816711,1.158397317,0.078500003,-11.63640499,0,1,,,,,,,,,,,,,,,,,,,,,,,,,8463.825195,1.0,45540.0,14.0,-993.0,-147.0,66.0,0.25,40500.0,0.0,1.0,0.0,270000.0,-148.0,11.0,,,,-19.14893532,0.0,47.0,0.09375,12.97916698,1246.0,0.979166687,94.0,7542.495117,88.37859375,8484.345,214796.25,13930.59082,1337336.75,2.789999962,-22.0,-45103.0,132328.4688,406754.375,0.739130437,0.680000007,2.059999943,0.064308992219875,0
176886,1,28503.0,0.020245999,-14745,-2289.0,-1115.0,-933,,3,0.251535475,0.074522853,0.766233683,,,,0.0,-1162.0,34.04483795,1.197999954,0.316700011,-6.103764057,0,1,-349.0,228.6000061,1021500.0,332956.8,0.400000006,0.0,0.0,,-349.0,1131.0,1477.0,-27.0,,1005750.0,2011500.0,0.0,,-746.0,265401.3438,-411.0,-495.3333435,0.0,354833.5313,1064500.5,3891.419922,1.012224555,32044.5,10.0,-2272.0,-474.0,126.0,0.0,23153.98438,0.0,1.012224555,3240.0,450000.0,-474.0,21.0,,,,-39.70370483,0.0,54.0,0.2421875,6.953125,890.0,0.9765625,125.0,3808.800049,86.83910156,11115.405,491797.8125,17281.20703,2211994.5,82.62000275,-23.0,-136866.0,48220.91406,756913.75,0.888888896,0.888888896,3.572327137,0.6120780552936855,1
286209,0,30915.0,0.022624999,-10528,-862.0,-50.0,-3206,6.0,2,0.576102853,0.491988093,,,,,0.0,-1.0,26.8707428,1.118800044,0.137400001,-21.37158012,1,1,-372.0,1237.0,0.0,0.0,1.0,0.0,0.0,,-372.0,720.0,1754.0,-11.5,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13244545819115966,0
